0,1,2
0.0013355774615356612,0.17677164996923067,0.0
0.001335577461535657,0.1767716499692304,0.0
0.0013355774615356592,0.17677164996923017,0.0
0.0013355774615356635,0.1767716499692309,0.0
0.0013355774615356588,0.17677164996923062,0.0
0.0013355774615356638,0.17677164996923073,0.0
0.0013355774615356605,0.17677164996923045,0.0
0.001335577461535645,0.17677164996923067,0.0
0.0013355774615356607,0.17677164996923062,0.0
0.0013355774615356622,0.1767716499692308,0.0
0.0013355774615356468,0.17677164996923067,0.0
0.001335577461535661,0.1767716499692308,0.0
0.0013355774615356581,0.1767716499692306,0.0
0.0013355774615356625,0.17677164996923073,0.0
0.001335577461535659,0.17677164996923078,0.0
0.00133557746153566,0.1767716499692307,0.0
0.0013355774615356735,0.17677164996923062,0.0
0.0013355774615356369,0.1767716499692307,0.0
0.0013355774615356805,0.17677164996923064,0.0
0.0013355774615356644,0.1767716499692307,0.0
0.0013355774615356533,0.17677164996923034,0.0
0.0013355774615356607,0.1767716499692307,0.0
0.0013355774615356664,0.1767716499692309,0.0
0.0013355774615356414,0.17677164996923048,0.0
0.001335577461535647,0.1767716499692307,0.0
0.001335577461535665,0.17677164996923067,0.0
0.0013355774615356865,0.17677164996923067,0.0
0.0013355774615356655,0.17677164996923064,0.0
0.0013355774615356575,0.17677164996923075,0.0
0.0013355774615356546,0.17677164996923062,0.0
0.0013355774615356564,0.1767716499692308,0.0
0.0013355774615356618,0.17677164996923087,0.0
0.2102016448024658,-0.0015881538653102064,-0.1353245960261402
0.21020164480246634,-0.0015881538653102164,-0.13532459602614036
0.21020164480246603,-0.0015881538653102045,-0.1353245960261403
0.21020164480246586,-0.001588153865310199,-0.13532459602614016
0.210201644802466,-0.0015881538653102062,-0.13532459602614028
0.21020164480246586,-0.0015881538653102064,-0.13532459602614008
0.21020164480246567,-0.0015881538653102854,-0.13532459602614008
0.2102016448024659,-0.0015881538653102348,-0.13532459602614036
0.21020164480246573,-0.0015881538653102138,-0.13532459602614025
0.21020164480246584,-0.0015881538653102214,-0.13532459602614014
0.2102016448024657,-0.0015881538653102162,-0.13532459602614036
0.2102016448024659,-0.0015881538653102073,-0.13532459602614055
0.21020164480246584,-0.0015881538653101889,-0.13532459602614014
0.21020164480246567,-0.0015881538653102017,-0.13532459602614022
0.2102016448024659,-0.0015881538653102125,-0.13532459602614036
0.21020164480246584,-0.0015881538653102023,-0.13532459602614033
0.2706414675398169,-0.0020447998548751064,0.4204152885438966
0.2706414675398169,-0.002044799854875084,0.4204152885438965
0.2706414675398167,-0.002044799854875094,0.4204152885438962
0.2706414675398168,-0.002044799854875116,0.4204152885438968
